corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,pn2n.0,ein_buerger_3b,27,
gdc,pn2n.0,achior,9,
gdc,pn2n.0,einer_im_volk_3c,29,
gdc,pn2n.0,der_zweite_der_hauptleute_4a,37,
gdc,pn2n.0,ein_dritter_3,31,
gdc,pn2n.0,der_eine,16,
gdc,pn2n.0,kaemmerer,40,
gdc,pn2n.0,holofernes,0,
gdc,pn2n.0,mirza,11,
gdc,pn2n.0,hosea,13,
gdc,pn2n.0,ein_anderer_der_vorige_3c,30,
gdc,pn2n.0,ein_krieger,3,
gdc,pn2n.0,assad,23,
gdc,pn2n.0,ein_dritter_buerger_5,48,
gdc,pn2n.0,ammon,14,
gdc,pn2n.0,ein_weib,43,
gdc,pn2n.0,einer_der_hauptleute_4a,36,
gdc,pn2n.0,zweiter_priester_5a,42,
gdc,pn2n.0,einer_der_aeltesten_5,50,
gdc,pn2n.0,erster_buerger_3a,20,
gdc,pn2n.0,zweiter_buerger_3a,21,
gdc,pn2n.0,die_aeltesten,57,
gdc,pn2n.0,judith,10,
gdc,pn2n.0,daniel,25,
gdc,pn2n.0,einer_der_aeltesten_3,33,
gdc,pn2n.0,josua,28,
gdc,pn2n.0,ephraim,12,
gdc,pn2n.0,delia,32,
gdc,pn2n.0,priester_1b,7,
gdc,pn2n.0,ein_hauptmann_1b,5,
gdc,pn2n.0,weiber,54,
gdc,pn2n.0,ein_anderer_3b,24,
gdc,pn2n.0,wachen,55,
gdc,pn2n.0,bote,6,
gdc,pn2n.0,ein_hauptmann_4b,38,
gdc,pn2n.0,hauptmann_1a,4,
gdc,pn2n.0,volk_stimmen_im_volk_3,53,
gdc,pn2n.0,oberpriester_1a,1,
gdc,pn2n.0,ein_anderes_weib,45,
gdc,pn2n.0,ben,15,
gdc,pn2n.0,der_aelteste_3,22,
gdc,pn2n.0,eine_mutter,44,
gdc,pn2n.0,lybische_gesandte,51,
gdc,pn2n.0,samaja,26,
gdc,pn2n.0,der_andere,17,
gdc,pn2n.0,ein_priester_5b,49,
gdc,pn2n.0,ein_priester_3,35,
gdc,pn2n.0,erster_priester_5a,41,
gdc,pn2n.0,ein_hauptmann_1c,8,
gdc,pn2n.0,trabant,2,
gdc,pn2n.0,volk_stimmen_im_volk_5,56,
gdc,pn2n.0,die_priester,58,
gdc,pn2n.0,samuel,18,
gdc,pn2n.0,enkel,19,
gdc,pn2n.0,zweiter_buerger_5,47,
gdc,pn2n.0,mesopotamische_gesandte,52,
gdc,pn2n.0,einer_aus_dem_volke_3d,34,
gdc,pn2n.0,der_hauptmann_5,39,
gdc,pn2n.0,erster_buerger_5,46,
