corpus,drama,figure_surface,figure_id,Gender,Age
gdc,qn29.0,Kapellmeister,kapellmeister,MALE,
gdc,qn29.0,Regine,regine,FEMALE,
gdc,qn29.0,Herr von Hupfer,hupfer,MALE,
gdc,qn29.0,Klotilde,klotilde,FEMALE,
gdc,qn29.0,Hochfeld,hochfeld,MALE,
gdc,qn29.0,Faustin,faustin,MALE,
gdc,qn29.0,Glatt,glatt,MALE,
gdc,qn29.0,Graf von Flambourg,graf_von_flambourg,MALE,
gdc,qn29.0,Eulalia,eulalia,FEMALE,
gdc,qn29.0,Wellenschlag,wellenschlag,MALE,
gdc,qn29.0,Apollonia,apollonia,FEMALE,
gdc,qn29.0,Sebastian,sebastian,MALE,
gdc,qn29.0,Robert,robert,MALE,
gdc,qn29.0,Haller,haller,MALE,
gdc,qn29.0,Jakobs Stimme,jakob,MALE,
