corpus,drama,figure_surface,figure_id,Gender,Age
gdc,nvk1.0,Zweiter Edelmann,zweiter_edelmann,MALE,
gdc,nvk1.0,Gertrude,gertrude,FEMALE,
gdc,nvk1.0,Simon,simon,MALE,
gdc,nvk1.0,Königin,koenigin,FEMALE,
gdc,nvk1.0,Edelmann (II. Aufzug),edelmann,MALE,
gdc,nvk1.0,Otto,otto,MALE,
gdc,nvk1.0,Diener (I. Aufzug),diener_1,MALE,
gdc,nvk1.0,Zweiter Diener (III. Aufzug),zweiter_diener_3,MALE,
gdc,nvk1.0,Erster Diener (III. Aufzug),erster_diener_3,MALE,
gdc,nvk1.0,Bela,bela,MALE,
gdc,nvk1.0,Ernys Kammerfrau,ernys_kammerfrau,FEMALE,
gdc,nvk1.0,König,koenig,MALE,
gdc,nvk1.0,Erster Edelmann,erster_edelmann,MALE,
gdc,nvk1.0,Alle (I. Aufzug),alle,UNKNOWN,
gdc,nvk1.0,Hauptmann (V. Aufzug),hauptmann,MALE,
gdc,nvk1.0,Erster Begleiter,erster_begleiter,MALE,
gdc,nvk1.0,Schloßhauptmann,schlosshauptmann,MALE,
gdc,nvk1.0,Zweiter Diener (I. Aufzug),zweiter_diener_1,MALE,
gdc,nvk1.0,Kammerfrau der Königin,kammerfrau_der_koenigin,FEMALE,
gdc,nvk1.0,Dienerin,dienerin,FEMALE,
gdc,nvk1.0,Ein Diener,erster_diener_2,MALE,
gdc,nvk1.0,Zweiter Anführer,zweiter_anfuehrer,MALE,
gdc,nvk1.0,Soldat,soldat,MALE,
gdc,nvk1.0,Zweiter Diener (II. Aufzug),zweiter_diener_2,MALE,
gdc,nvk1.0,Diener (III. Aufzug),diener_3,MALE,
gdc,nvk1.0,Erster Diener (I. Aufzug),erster_diener_1,MALE,
gdc,nvk1.0,Befehlshaber,befehlshaber,MALE,
gdc,nvk1.0,Von der Straße herauf/Gesang/Viele Stimmen/Geschrei,von_der_strasse_herauf_gesang_viele_stimmen_geschrei,UNKNOWN,
gdc,nvk1.0,Arzt,arzt,MALE,
gdc,nvk1.0,Zweiter Begleiter,zweiter_begleiter,MALE,
gdc,nvk1.0,Kämmerer,kaemmerer,MALE,
gdc,nvk1.0,Diener (II. Aufzug),diener_2,MALE,
gdc,nvk1.0,Ein Gewaffneter,ein_gewaffneter,MALE,
gdc,nvk1.0,Ungarischer Anführer,ungarischer_anfuehrer,MALE,
gdc,nvk1.0,Peter,peter,MALE,
gdc,nvk1.0,Bancbanus,bancbanus,MALE,
gdc,nvk1.0,Erny,erny,FEMALE,
