corpus,drama,figure_surface,figure_id,Gender,Age
gdc,rfc7.0,MARIE,marie,,
gdc,rfc7.0,BALTHASAR,balthasar,,
gdc,rfc7.0,FRANZ,franz,,
gdc,rfc7.0,DIENER,diener,,
gdc,rfc7.0,ULRICH,ulrich,,
gdc,rfc7.0,KARL V,karl_v,,
gdc,rfc7.0,RENNER,renner,,
gdc,rfc7.0,ERZBISCHOF RICHARD,erzbischof_richard,,
gdc,rfc7.0,LUDWIG,ludwig,,
gdc,rfc7.0,RICHARD,richard,,
gdc,rfc7.0,PHILIPP,philipp,,
gdc,rfc7.0,LEGAT,legat,,
gdc,rfc7.0,OECOLAMPADIUS,oecolampadius,,
gdc,rfc7.0,DHAN,dhan,,
gdc,rfc7.0,DALBERG,dalberg,,
gdc,rfc7.0,RÜDESHEIM,rüdesheim,,
gdc,rfc7.0,SCHWARZENBERG,schwarzenberg,,
gdc,rfc7.0,TÜRKHEIM,türkheim,,
gdc,rfc7.0,FÜRSTENBERG,fürstenberg,,
gdc,rfc7.0,LORCH,lorch,,
gdc,rfc7.0,GEHEIMSCHREIBER,geheimschreiber,,
gdc,rfc7.0,RITTER,ritter,,
gdc,rfc7.0,EITELFRITZ,eitelfritz,,
gdc,rfc7.0,HARTMUTH,hartmuth,,
gdc,rfc7.0,FROWIN,frowin,,
gdc,rfc7.0,EIN LANZKNECHT,ein_lanzknecht,,
gdc,rfc7.0,EIN LANZKNECHT,lanzknecht_10,,
gdc,rfc7.0,HEROLD,herold,,
gdc,rfc7.0,HAUPTMANN JÖRG,hauptmann_jörg,,
gdc,rfc7.0,RITTER FRITZ SOMBREFF,ritter_fritz_sombreff,,
gdc,rfc7.0,ERSTE FRAU,erste_frau,,
gdc,rfc7.0,ZWEITE FRAU,zweite_frau,,
gdc,rfc7.0,DRITTE FRAU,dritte_frau,,
gdc,rfc7.0,ERSTER BÜRGER,erster_bürger,,
gdc,rfc7.0,ZWEITER BÜRGER,zweiter_bürger,,
gdc,rfc7.0,DRITTER BÜRGER,dritter_bürger,,
gdc,rfc7.0,VIERTER BÜRGER,vierter_bürger,,
gdc,rfc7.0,VIELE STIMMEN,viele_stimmen,,
gdc,rfc7.0,HAUPTMANN,hauptmann,,
gdc,rfc7.0,LANZKNECHT (SICKINGEN) 4.7,lanzknecht_sickingen_4_7,,
gdc,rfc7.0,EIN SÖLDNER,ein_söldner,,
gdc,rfc7.0,CHORAL,choral,,
gdc,rfc7.0,ERSTER LANZKNECHT,erster_lanzknecht,,
gdc,rfc7.0,ZWEITER LANDSKNECHT,zweiter_landsknecht,,
gdc,rfc7.0,FROWIN VON HUTTEN,frowin_von_hutten,,
gdc,rfc7.0,ERSTER BOTE,erster_bote,,
gdc,rfc7.0,ZWEITER BOTE,zweiter_bote,,
gdc,rfc7.0,REISIGER,reisiger,,
gdc,rfc7.0,KURT,kurt,,
gdc,rfc7.0,WIRT,wirt,,
gdc,rfc7.0,JOS FRITZ,jos_fritz,,
gdc,rfc7.0,ERSTER BAUER,erster_bauer,,
gdc,rfc7.0,ZWEITER BAUER,zweiter_bauer,,
gdc,rfc7.0,DRITTER BAUER,dritter_bauer,,
gdc,rfc7.0,EIN BAUER,ein_bauer,,
gdc,rfc7.0,VIERTER BAUER,vierter_bauer,,
gdc,rfc7.0,EINIGE BAUERN,einige_bauern,,
gdc,rfc7.0,EIN KNAPPE,ein_knappe,,
gdc,rfc7.0,MARI,mari,,
gdc,rfc7.0,ARZT,arzt,,
