corpus,drama,figure_surface,figure_id,Gender,Age
gdc,nmf9.0,Joseph,joseph,MALE,
gdc,nmf9.0,Bohemund,bohemund,MALE,
gdc,nmf9.0,Erster französischer Gesandte,erster_franzoesischer_gesandte,MALE,
gdc,nmf9.0,Fürst Borvin,fuerst_borvin,MALE,
gdc,nmf9.0,Der Reichsherold,der_reichsherold,MALE,
gdc,nmf9.0,Alle Anwesende (V/3),alle_anwesende_5-3,UNKNOWN,
gdc,nmf9.0,Prinz Heinrich,prinz_heinrich,MALE,
gdc,nmf9.0,Hauptmann von Schwarzeneck,hauptmann_von_schwarzeneck,MALE,
gdc,nmf9.0,Beatrice,beatrice,FEMALE,
gdc,nmf9.0,Der Reichskanzler,der_reichskanzler,MALE,
gdc,nmf9.0,Achmet,achmet,MALE,
gdc,nmf9.0,Otto,otto,MALE,
gdc,nmf9.0,Wehrfried,wehrfried,MALE,
gdc,nmf9.0,Heinrich der Löwe,heinrich_der_loewe,MALE,
gdc,nmf9.0,Wolfgang,wolfgang,MALE,
gdc,nmf9.0,Constanze,constanze,FEMALE,
gdc,nmf9.0,Die Weiße Frau,die_weisse_frau,FEMALE,
gdc,nmf9.0,Ein Gewaffneter,ein_gewaffneter,MALE,
gdc,nmf9.0,Einer des Gefolgs,einer_des_gefolgs,MALE,
gdc,nmf9.0,Einer des Gefolges,einer_des_gefolges,MALE,
gdc,nmf9.0,Erster griechischer Gesandte,erster_griechischer_gesandte,MALE,
gdc,nmf9.0,Graf von Aversa,graf_von_aversa,MALE,
gdc,nmf9.0,Zweiter sächsischer Gewaffneter,zweiter_saechsischer_gewaffneter,MALE,
gdc,nmf9.0,Hermann von Thüringen,hermann_von_thueringen,MALE,
gdc,nmf9.0,Die Sarazenen,die_sarazenen,MALE,
gdc,nmf9.0,Agib,agib,MALE,
gdc,nmf9.0,Einer der deutschen Kreuzfahrer,einer_der_deutschen_kreuzfahrer,MALE,
gdc,nmf9.0,Ein Pisaner,ein_pisaner,MALE,
gdc,nmf9.0,Ein deutscher Krieger,ein_deutscher_krieger,MALE,
gdc,nmf9.0,Der Bote,der_bote,MALE,
gdc,nmf9.0,Hohenzollern,hohenzollern,MALE,
gdc,nmf9.0,Alle Anwesenden/Gefolge Heinrichs des Löwen,alle_anwesenden_gefolge_heinrichs_des_loewen,MALE,
gdc,nmf9.0,Albert,albert,MALE,
gdc,nmf9.0,Caleb,caleb,MALE,
gdc,nmf9.0,König Heinrich/Kaiser Heinrich,koenig_heinrich_kaiser_heinrich,MALE,
gdc,nmf9.0,Tancred,tancred,MALE,
gdc,nmf9.0,Ratsherr Hagener,ratsherr_hagener,MALE,
gdc,nmf9.0,Der Graf Acerra,der_graf_acerra,MALE,
gdc,nmf9.0,Der Österreicher,der_oesterreicher,MALE,
gdc,nmf9.0,Der Herr,der_herr,MALE,
gdc,nmf9.0,Erzbischof Konrad von Mainz,erzbischof_konrad_von_mainz,MALE,
gdc,nmf9.0,Alle anwesenden Österreicher,alle_anwesenden_oesterreicher,MALE,
gdc,nmf9.0,Gottfried,gottfried,MALE,
gdc,nmf9.0,König Richard,koenig_richard,MALE,
gdc,nmf9.0,Zweiter Landmann,zweiter_landmann,MALE,
gdc,nmf9.0,Agnes,agnes,FEMALE,
gdc,nmf9.0,Ruprecht,ruprecht,MALE,
gdc,nmf9.0,Diephold,diephold,MALE,
gdc,nmf9.0,Der Knecht,der_knecht,MALE,
gdc,nmf9.0,Erster sächsischer Gewaffneter,erster_saechsischer_gewaffneter,MALE,
gdc,nmf9.0,Einer aus des Kaisers Gefolge,einer_aus_des_kaisers_gefolge,MALE,
gdc,nmf9.0,Die Anwesenden/Mitglieder des deutschen Reichstages,die_anwesenden_mitglieder_des_deutschen_reichstages,MALE,
gdc,nmf9.0,Erster Bardewicker,erster_bardewicker,MALE,
gdc,nmf9.0,Ein Genueser,ein_genueser,MALE,
gdc,nmf9.0,Der Hauptmann,der_hauptmann,MALE,
gdc,nmf9.0,Die alte Sizilianerin,die_alte_sizilianerin,FEMALE,
gdc,nmf9.0,Versammeltes Volk/Alle Anwesenden,versammeltes_volk_alle_anwesenden,UNKNOWN,
gdc,nmf9.0,Der Kastellan,der_kastellan,MALE,
gdc,nmf9.0,Bernhard,bernhard,MALE,
