corpus,drama,figure_surface,figure_id,Gender,Age
gdc,ktrh.0,Zeremonienmeister,zeremonienmeister,MALE,
gdc,ktrh.0,Mephistopheles,mephistopheles,MALE,
gdc,ktrh.0,Studenten (Zweites Bild),studenten_zweites_bild,MALE,
gdc,ktrh.0,Herzog,herzog,MALE,
gdc,ktrh.0,Vierter Student in Wittenberg,vierter_student_in_wittenberg,MALE,
gdc,ktrh.0,Der Soldat,der_soldat,MALE,
gdc,ktrh.0,Einer (Zweites Bild),einer_1_zweites_bild,MALE,
gdc,ktrh.0,Ein anderer,ein_anderer,MALE,
gdc,ktrh.0,Studenten (Letztes Bild),studenten_letztes_bild,MALE,
gdc,ktrh.0,Der erste Student aus Krakau,der_erste_student_aus_krakau,MALE,
gdc,ktrh.0,Dritte Stimme,dritte_stimme,UNKNOWN,
gdc,ktrh.0,Chor,chor,UNKNOWN,
gdc,ktrh.0,Einer (Zweites Bild),einer_2_zweites_bild,MALE,
gdc,ktrh.0,Einer (Letztes Bild),einer_letztes_bild,MALE,
gdc,ktrh.0,Männer,maenner,MALE,
gdc,ktrh.0,Erster Student in Wittenberg,erster_student_in_wittenberg,MALE,
gdc,ktrh.0,Naturgelehrter,naturgelehrter,MALE,
gdc,ktrh.0,Wagner,wagner,MALE,
gdc,ktrh.0,Erster Student (Letztes Bild),erster_student_letztes_bild,MALE,
gdc,ktrh.0,Der dritte Student aus Krakau,der_dritte_student_aus_krakau,MALE,
gdc,ktrh.0,Jurist,jurist,MALE,
gdc,ktrh.0,Zweiter Student in Wittenberg,zweiter_student_in_wittenberg,MALE,
gdc,ktrh.0,"Ein Student, andere Gruppe, angeheitert",ein_student_andere_gruppe_angeheitert,MALE,
gdc,ktrh.0,Ein Student (Zweites Bild),ein_student_2_zweites_bild,MALE,
gdc,ktrh.0,Des Nachtwächters Stimme,des_nachtwaechters_stimme,MALE,
gdc,ktrh.0,Theologe,theologe,MALE,
gdc,ktrh.0,Der zweite Student aus Krakau,der_zweite_student_aus_krakau,MALE,
gdc,ktrh.0,Sechste Stimme,sechste_stimme,UNKNOWN,
gdc,ktrh.0,Protestanten,protestanten,MALE,
gdc,ktrh.0,Fünfte Stimme,fuenfte_stimme,UNKNOWN,
gdc,ktrh.0,Leutnant,leutnant,MALE,
gdc,ktrh.0,Vierte Stimme,vierte_stimme,UNKNOWN,
gdc,ktrh.0,Faust,faust,MALE,
gdc,ktrh.0,Zweite Stimme,zweite_stimme,UNKNOWN,
gdc,ktrh.0,Herzogin,herzogin,FEMALE,
gdc,ktrh.0,Ein Student (Zweites Bild),ein_student_1_zweites_bild,MALE,
gdc,ktrh.0,Erste Stimme,erste_stimme,UNKNOWN,
gdc,ktrh.0,Dritter Student in Wittenberg,dritter_student_in_wittenberg,MALE,
gdc,ktrh.0,Katholiken,katholiken,MALE,
gdc,ktrh.0,Frauen,frauen,FEMALE,
