corpus,drama,figure_surface,figure_id,Gender,Age
gdc,r1hd.0,HORST,horst,,
gdc,r1hd.0,SIEGMAR,siegmar,,
gdc,r1hd.0,EINE ENTFERNTE STIMME,eine_entfernte_stimme,,
gdc,r1hd.0,ZWEI BARDEN,zwei_barden,,
gdc,r1hd.0,BRENNO,brenno,,
gdc,r1hd.0,EIN DRUIDE,ein_druide,,
gdc,r1hd.0,EIN BARDE,ein_barde,,
gdc,r1hd.0,WERDOMAR,werdomar,,
gdc,r1hd.0,EIN CHOR,ein_chor,,
gdc,r1hd.0,ZWEITES CHOR,zweites_chor,,
gdc,r1hd.0,DRITTER CHOR,drittes_chor,,
gdc,r1hd.0,VIERTES CHOR,viertes_chor,,
gdc,r1hd.0,DER HAUPTMANN,der_hauptmann,,
gdc,r1hd.0,ZWEI ANDRE,zwei_andre,,
gdc,r1hd.0,DER AELTSTE,der_aeltste,,
gdc,r1hd.0,DIE BARDEN,die_barden,,
gdc,r1hd.0,EIN ANDERER BARDE,ein_anderer_barde,,
gdc,r1hd.0,SEGEST,segest,,
gdc,r1hd.0,KEDMON,kedmon,,
gdc,r1hd.0,THUSNELDA,thusnelda,,
gdc,r1hd.0,SIEGMUND,siegmund,,
gdc,r1hd.0,EIN OPFERKNABE,ein_opferknabe,,
gdc,r1hd.0,EIN ANDRER,ein_andrer_opferknabe,,
gdc,r1hd.0,DER DRUIDE,der_druide,,
gdc,r1hd.0,EINIGE DRUIDEN,einige_druiden,,
gdc,r1hd.0,DER ZWEITE DRUIDE,der_zweite_druide,,
gdc,r1hd.0,SEIN FÜHRER,sein_führer,,
gdc,r1hd.0,DER GEFANGNE,der_gefangne,,
gdc,r1hd.0,FLAVIUS,flavius,,
gdc,r1hd.0,EIN ANDRER HAUPTMANN,ein_andrer_hauptmann,,
gdc,r1hd.0,HERMANN,hermann,,
gdc,r1hd.0,EIN KRIEGSGEFÄHRTE,ein_kriegsgefährte,,
gdc,r1hd.0,EIN ANDRER KRIEGSGEFÄHRTE,ein_andrer,,
gdc,r1hd.0,DER CHERUSKER,der_cherusker,,
gdc,r1hd.0,DER BRUCTERER,der_bructerer,,
gdc,r1hd.0,VALERIUS,valerius,,
gdc,r1hd.0,LICINIUS,licinius,,
gdc,r1hd.0,EIN CHOR JUNGFRAUEN,ein_chor_jungfrauen,,
gdc,r1hd.0,DAS ANDRE CHOR DER JUNGFRAUEN,das_andre_chor_der_jungfrauen,,
gdc,r1hd.0,EINE DER JUNGFRAUEN,eine_der_jungfrauen,,
gdc,r1hd.0,EINE ANDRE,eine_andre,,
gdc,r1hd.0,ZWEI STIMMEN,zwei_stimmen,,
gdc,r1hd.0,DER MARSE,der_marse,,
gdc,r1hd.0,BERCENNIS,bercennis,,
gdc,r1hd.0,Hermanns Schlacht,de,"Klopstock, Friedrich Gottlieb",118563386,,,1767,1769,0,0
