corpus,drama,figure_surface,figure_id,Gender,Age
gdc,pn22.0,Kämmerer,kaemmerer,MALE,
gdc,pn22.0,Siegfried,siegfried,MALE,
gdc,pn22.0,Ute,ute,FEMALE,
gdc,pn22.0,Brunhild,brunhild,FEMALE,
gdc,pn22.0,Truchs,truchs,MALE,
gdc,pn22.0,Dankwart,dankwart,MALE,
gdc,pn22.0,Gerenot,gerenot,MALE,
gdc,pn22.0,Giselher,giselher,MALE,
gdc,pn22.0,Gunther,gunther,MALE,
gdc,pn22.0,Hagen,hagen,MALE,
gdc,pn22.0,Frigga,frigga,FEMALE,
gdc,pn22.0,Antwort von draußen,antwort_von_draussen,UNKNOWN,
gdc,pn22.0,Alle Sippen bis auf Giselher,alle_sippen_bis_auf_giselher,UNKNOWN,
gdc,pn22.0,Volker,volker,MALE,
gdc,pn22.0,Kriemhild,kriemhild,FEMALE,
gdc,pn22.0,Der Kaplan,kaplan,MALE,
gdc,pn22.0,Rumolt,rumolt,MALE,
gdc,pn22.0,Wulf,wulf,MALE,
