corpus,drama,figure_surface,figure_id,Gender,Age
gdc,wp6p.0,Der Legat,der_legat,MALE,
gdc,wp6p.0,Die Fürsten auf Friedrichs Seite,die_fuersten_auf_friedrichs_seite,MALE,
gdc,wp6p.0,Zweiter Wächter,zweiter_waechter,MALE,
gdc,wp6p.0,Ein Ritter (III/4),ein_ritter_3-4c,MALE,
gdc,wp6p.0,Ein Ritter (III/3),ein_ritter_3-3a,MALE,
gdc,wp6p.0,Der Burggraf,der_burggraf,MALE,
gdc,wp6p.0,Dritter Wächter,dritter_waechter,MALE,
gdc,wp6p.0,Ein Wächter,ein_waechter,MALE,
gdc,wp6p.0,Stephan,stephan,MALE,
gdc,wp6p.0,Die Fürsten auf Ludwigs Seite,die_fuersten_auf_ludwigs_seite,MALE,
gdc,wp6p.0,Erster Edelknabe,erster_edelknabe,MALE,
gdc,wp6p.0,Zweite Pilgerin,isabella,FEMALE,
gdc,wp6p.0,Dietrich,dietrich,MALE,
gdc,wp6p.0,Ludwig,ludwig,MALE,
gdc,wp6p.0,Albrecht von Rindsmaul,albrecht_von_rindsmaul,MALE,
gdc,wp6p.0,Die Österreicher,die_oesterreicher,MALE,
gdc,wp6p.0,Ritter (III/3),ritter_3-3b,MALE,
gdc,wp6p.0,Erster Bürger,erster_buerger,MALE,
gdc,wp6p.0,Die Knappen,die_knappen,MALE,
gdc,wp6p.0,Steffen,steffen,MALE,
gdc,wp6p.0,Otto,otto,MALE,
gdc,wp6p.0,Erste,erste_pilgerin_die_begleiterin,FEMALE,
gdc,wp6p.0,Die Bayer/Einige/Andre,die_bayer_einige_andre,MALE,
gdc,wp6p.0,Zweiter Edelknabe,zweiter_edelknabe,MALE,
gdc,wp6p.0,Erster Wächter,erster_waechter,MALE,
gdc,wp6p.0,Burgvogt,burgvogt,MALE,
gdc,wp6p.0,Ein Bürger,ein_buerger,MALE,
gdc,wp6p.0,Die Bürger (I),die_buerger_1,MALE,
gdc,wp6p.0,Thomas,thomas,MALE,
gdc,wp6p.0,Friedrich,friedrich,MALE,
gdc,wp6p.0,Zweiter Bürger,zweiter_buerger,MALE,
gdc,wp6p.0,Der Schöffe,der_schoeffe,MALE,
gdc,wp6p.0,Leopold,leopold,MALE,
gdc,wp6p.0,Albrecht,albrecht,MALE,
gdc,wp6p.0,Adelram,adelram,MALE,
gdc,wp6p.0,Albertus,albertus,MALE,
gdc,wp6p.0,Ein Ritter (III/4),ein_ritter_3-4a,MALE,
gdc,wp6p.0,Schweppermann,schweppermann,MALE,
gdc,wp6p.0,Mehrere Ritter/Die übrigen Ritter,mehrere_ritter_die_uebrigen_ritter,MALE,
gdc,wp6p.0,Die Andern/Die Bürger (V/2),die_andern_die_buerger_5-2,MALE,
gdc,wp6p.0,Ein andrer Ritter (III/4),ein_andrer_ritter_3-4b,MALE,
